Sales_ID,Car_Brand,Car_Model,Car_Variant,Year,Selling_Price,km_Driven,Mileage,Engine,Max_Power,Seats,Fuel,Transmission,Owner,Seller_Type,Sold,City_Name,City_Code,State_Name,State_Code,Region,Region_Code,Postal_Code
2557,Mahindra,XUV500,,2014,649000,117000,15.1,2179.0,140.0,7,Diesel,Manual,Third Owner,Individual,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
2558,Honda,City,SV,2014,625000,90000,26.0,1498.0,98.6,5,Diesel,Manual,First Owner,Individual,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
2559,Chevrolet,Spark,PS,2010,125000,70000,16.0,995.0,63.0,5,Petrol,Manual,First Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
2560,Chevrolet,Tavera,BSIII,2009,305000,230000,13.58,2499.0,72.4,9,Diesel,Manual,Second Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
2561,Maruti,SX4,Leather,2010,285000,155000,15.5,1586.0,103.3,5,Petrol,Manual,Second Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2562,Tata,Xenon,,2015,600000,60000,13.49,2179.0,138.03,5,Diesel,Manual,Second Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2563,Mahindra,KUV,,2016,426000,110000,18.15,1198.0,82.0,6,Petrol,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
2564,Tata,Indica,TDI,2010,180000,120000,17.0,1405.0,71.0,5,Diesel,Manual,First Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
2565,Hyundai,Verna,CRDi,2011,400000,100000,22.32,1582.0,126.32,5,Diesel,Manual,Second Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2566,Chevrolet,Beat,LS,2010,120000,40000,18.6,1199.0,79.4,5,Petrol,Manual,Second Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2567,Tata,Manza,IV,2012,300000,110000,21.12,1248.0,88.8,5,Diesel,Manual,Second Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2568,Maruti,Alto,VXI,2011,190000,92500,20.92,998.0,67.1,5,Petrol,Manual,Second Owner,Individual,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
2569,Maruti,Alto,LXI,2017,310000,20000,24.7,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
2570,Renault,KWID,RXL,2019,380000,15000,25.17,799.0,53.3,5,Petrol,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
2571,Mahindra,Bolero,ZLX,2019,740000,14000,16.5,1493.0,70.0,7,Diesel,Manual,First Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
2572,Datsun,RediGO,Option,2016,260000,35000,22.7,799.0,53.64,5,Petrol,Manual,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2573,Maruti,Alto,VXI,2017,320000,32000,23.95,998.0,67.05,5,Petrol,Manual,Second Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
2574,Maruti,Wagon,CNG,2013,211000,90000,26.6,998.0,58.16,5,CNG,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2575,Maruti,Swift,IV,2018,650000,35000,22.0,1197.0,81.8,5,Petrol,Manual,First Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2576,Maruti,Swift,VDI,2017,651000,32500,28.4,1248.0,74.02,5,Diesel,Manual,Second Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2577,Maruti,Alto,AGS,2019,380000,14000,23.95,998.0,67.05,5,Petrol,Automatic,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2578,Chevrolet,Beat,LT,2014,160000,70000,25.44,936.0,56.3,5,Diesel,Manual,Third Owner,Individual,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600018
2579,Hyundai,Verna,Option,2019,1270000,20000,17.0,1591.0,121.3,5,Petrol,Automatic,First Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2580,Maruti,Wagon,Lxi,2011,300000,300000,26.2,998.0,58.2,5,LPG,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
2581,Maruti,Swift,Optional,2015,405000,100000,25.2,1248.0,74.0,5,Diesel,Manual,First Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2582,Mahindra,XUV500,WD,2015,850000,64800,15.1,2179.0,140.0,7,Diesel,Manual,First Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2583,Mahindra,Bolero,ZLX,2017,680000,90000,16.5,1493.0,70.0,7,Diesel,Manual,First Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2584,Hyundai,Xcent,Option,2014,426999,80000,19.1,1197.0,82.0,5,Petrol,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
2585,Hyundai,Verna,CRDi,2015,525000,248000,24.8,1396.0,88.7,5,Diesel,Manual,First Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
2586,Toyota,Innova,Seater,2014,1019999,60000,12.99,2494.0,100.6,7,Diesel,Manual,Second Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
2587,Toyota,Innova,,2005,245000,120000,12.8,2494.0,102.0,8,Diesel,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
2588,Hyundai,Elantra,SX,2015,869999,120000,22.7,1582.0,126.2,5,Diesel,Manual,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2589,Maruti,Wagon,Lxi,2010,160000,66444,26.2,998.0,58.2,5,LPG,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
2590,Maruti,Vitara,Option,2016,700000,86000,24.3,1248.0,88.5,5,Diesel,Manual,First Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2591,Nissan,Sunny,XV,2012,300000,90000,21.64,1461.0,84.8,5,Diesel,Manual,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
2592,Honda,Civic,AT,2007,175000,218463,12.9,1799.0,130.0,5,Petrol,Automatic,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
2593,Toyota,Innova,STR,2012,960000,153000,12.8,2494.0,102.0,8,Diesel,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2594,Mahindra,Thar,AC,2014,525000,70000,16.55,2498.0,105.0,6,Diesel,Manual,Second Owner,Individual,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
2595,Hyundai,Grand,Sportz,2015,345000,60000,24.0,1120.0,70.0,5,Diesel,Manual,First Owner,Individual,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600018
2596,Honda,Amaze,Vtech,2015,390000,50000,18.0,1198.0,86.7,5,Petrol,Manual,First Owner,Individual,N,Hyderabad,CT05,Telangana,ST25,South,R4,500020
2597,Datsun,GO,BSIV,2015,275000,20000,20.63,1198.0,67.0,5,Petrol,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
2598,Chevrolet,Sail,ABS,2014,310000,35000,18.2,1199.0,82.4,5,Petrol,Manual,First Owner,Individual,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600018
2599,Hyundai,Grand,Tone,2017,500000,20000,18.9,1197.0,81.86,5,Petrol,Manual,First Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
2600,Chevrolet,Sail,ABS,2013,200000,70000,22.1,1248.0,76.9,5,Diesel,Manual,First Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2601,Volkswagen,Polo,Plus,2018,650000,53000,20.14,1498.0,88.0,5,Diesel,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
2602,Honda,City,VX,2018,1031000,60000,25.6,1498.0,97.9,5,Diesel,Manual,First Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
2603,Hyundai,EON,Plus,2018,330000,70000,20.3,998.0,68.05,5,Petrol,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2604,Hyundai,Santro,Era,2019,399000,4000,20.3,1086.0,68.0,5,Petrol,Manual,First Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2605,Hyundai,i10,Magna,2012,250000,103000,20.36,1197.0,78.9,5,Petrol,Manual,First Owner,Individual,N,Pune,CT02,Maharashtra,ST15,West,R3,411006
2606,Hyundai,Grand,Option,2017,600000,20000,24.0,1186.0,73.97,5,Diesel,Manual,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2607,Maruti,Swift,VDI,2013,375000,77000,22.9,1248.0,74.0,5,Diesel,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2608,Volkswagen,Vento,Highline,2012,375000,90000,20.54,1598.0,103.6,5,Diesel,Manual,First Owner,Individual,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600018
2609,Hyundai,Verna,MT,2013,445000,87185,22.32,1582.0,126.3,5,Diesel,Manual,Second Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2610,Maruti,Wagon,LXI,2003,55000,167000,18.9,998.0,67.1,5,Petrol,Manual,Second Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
2611,Hyundai,i20,CRDi,2016,611000,77000,22.54,1396.0,88.73,5,Diesel,Manual,First Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
2612,Hyundai,Verna,CRDi,2014,459999,110000,24.8,1396.0,88.7,5,Diesel,Manual,Second Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
2613,Ford,Fiesta,Ltd,2011,275000,120000,17.8,1399.0,68.0,5,Diesel,Manual,Second Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
2614,Hyundai,Santro,CNG,2011,185000,170000,11.88,1086.0,62.1,5,CNG,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
2615,Hyundai,Verna,SX,2012,390000,100000,22.32,1582.0,126.32,5,Diesel,Manual,Second Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2616,Chevrolet,Spark,LT,2007,72000,40000,18.0,995.0,62.0,5,Petrol,Manual,Second Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2617,Tata,Indica,BSIII,2007,90000,50000,17.88,1396.0,52.8,5,Diesel,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
2618,Toyota,Etios,GD,2015,500000,125000,23.59,1364.0,67.05,5,Diesel,Manual,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
2619,Maruti,Wagon,CNG,2011,200000,137000,26.2,998.0,58.2,5,CNG,Manual,First Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2620,Mahindra,XUV500,BSIV,2019,1575000,18000,15.1,2179.0,152.87,7,Diesel,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
2621,Hyundai,Grand,Sportz,2015,511000,30000,18.9,1197.0,82.0,5,Petrol,Manual,First Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2622,Fiat,Grande,Emotion,2009,150000,55000,14.6,1368.0,88.7,5,Petrol,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
2623,Toyota,Innova,STR,2020,1500000,40000,10.75,2694.0,163.7,8,Petrol,Automatic,First Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
2624,Maruti,Alto,LXI,2013,185000,80000,22.74,796.0,47.3,5,Petrol,Manual,Second Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
2625,Maruti,Baleno,,2018,550000,30000,21.4,1197.0,83.1,5,Petrol,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
2626,Maruti,Alto,VXI,2017,325000,3564,23.95,998.0,67.05,5,Petrol,Manual,First Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2627,Maruti,Swift,Optional,2015,525000,80000,26.59,1248.0,74.0,5,Diesel,Manual,First Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
2628,Force,One,Seating,2018,1050000,13000,17.0,2200.0,139.01,7,Diesel,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
2629,Tata,Indigo,eVX,2012,300000,120000,25.0,1396.0,69.0,5,Diesel,Manual,First Owner,Individual,N,kanpur,CT20,Uttar Pradesh,ST28,Central,R1,208002
2630,Chevrolet,Beat,LT,2011,120000,90000,18.6,1199.0,79.4,5,Petrol,Manual,First Owner,Individual,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
2631,Jaguar,XE,Prestige,2017,2625000,9000,13.6,1999.0,177.0,5,Diesel,Automatic,First Owner,Dealer,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
2632,Lexus,ES,h,2019,5150000,20000,22.37,2487.0,214.56,5,Petrol,Automatic,First Owner,Dealer,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
2633,Jaguar,XF,Portfolio,2017,3200000,45000,19.33,1999.0,177.0,5,Diesel,Automatic,First Owner,Dealer,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
2634,Tata,Safari,EX,2015,503000,110000,14.1,2179.0,147.94,7,Diesel,Manual,First Owner,Individual,N,Patna,CT13,Bihar,ST04,East,R2,800002
2635,Volvo,XC40,BSIV,2019,3800000,20000,18.0,1969.0,190.0,5,Diesel,Automatic,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
2636,Toyota,Camry,Hybrid,2016,2000000,68089,19.16,2494.0,157.7,5,Petrol,Automatic,First Owner,Trustmark Dealer,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600018
2637,Maruti,Wagon,LXI,2013,225000,58343,21.79,998.0,67.05,5,Petrol,Manual,First Owner,Trustmark Dealer,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
2638,Maruti,Baleno,,2018,740000,38817,27.39,1248.0,74.0,5,Diesel,Manual,First Owner,Dealer,N,Delhi,CT09,Delhi,ST34,North,R5,110029
2639,Honda,Jazz,VX,2016,550000,56494,18.2,1199.0,88.7,5,Petrol,Manual,First Owner,Trustmark Dealer,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2640,Toyota,Innova,Seater,2013,750000,79328,12.99,2494.0,100.6,7,Diesel,Manual,Second Owner,Trustmark Dealer,N,Delhi,CT09,Delhi,ST34,North,R5,110029
2641,Maruti,Swift,VXI,2019,650000,5621,22.0,1197.0,81.8,5,Petrol,Automatic,First Owner,Trustmark Dealer,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2642,Toyota,Etios,VX,2017,625000,25538,16.78,1496.0,88.73,5,Petrol,Manual,First Owner,Trustmark Dealer,N,Patna,CT13,Bihar,ST04,East,R2,800002
2643,Maruti,Swift,ZXI,2018,600000,69779,22.0,1197.0,81.8,5,Petrol,Automatic,First Owner,Dealer,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
2644,Hyundai,Grand,Sportz,2017,450000,56290,24.0,1186.0,73.97,5,Diesel,Manual,First Owner,Dealer,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
2645,BMW,X4,d,2019,5400000,7500,16.78,1995.0,190.0,5,Diesel,Automatic,First Owner,Dealer,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
2646,BMW,X4,d,2019,5500000,8500,16.78,1995.0,190.0,5,Diesel,Automatic,First Owner,Dealer,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
2647,Honda,Amaze,BSIV,2019,779000,7032,19.0,1199.0,88.76,5,Petrol,Automatic,First Owner,Trustmark Dealer,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2648,Skoda,Rapid,Elegance,2016,645000,11000,14.3,1598.0,103.5,5,Petrol,Automatic,First Owner,Dealer,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2649,Volvo,V40,Design,2018,2475000,2000,16.8,1984.0,150.0,5,Diesel,Automatic,First Owner,Dealer,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
2650,Hyundai,Santro,GLS,2011,170000,50000,17.92,1086.0,62.1,5,Petrol,Manual,Third Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2651,Tata,Indigo,IV,2010,320000,42000,23.03,1396.0,69.0,5,Diesel,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
2652,Maruti,Celerio,AT,2016,350000,17000,23.1,998.0,67.04,5,Petrol,Automatic,First Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2653,Maruti,Swift,VXI,2018,500000,40000,22.0,1197.0,81.8,5,Petrol,Automatic,First Owner,Individual,N,Hyderabad,CT05,Telangana,ST25,South,R4,500020
2654,Tata,Indigo,LS,2009,135000,137000,17.0,1405.0,70.0,5,Diesel,Manual,Second Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
2655,Renault,KWID,RXL,2018,340000,20000,25.17,799.0,53.3,5,Petrol,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2656,Hyundai,Grand,Sportz,2020,330000,70000,18.9,1197.0,81.86,5,Petrol,Manual,Second Owner,Individual,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
2657,Maruti,SX4,BSIV,2011,350000,48756,15.5,1586.0,103.3,5,Petrol,Manual,Second Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
2658,Toyota,Fortuner,AT,2015,1850000,30000,12.55,2982.0,168.5,7,Diesel,Automatic,Second Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
2659,Hyundai,Xcent,SX,2016,400000,110000,24.4,1120.0,71.0,5,Diesel,Manual,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2660,Ford,Fiesta,CLXI,2014,325000,80322,17.8,1399.0,67.0,5,Diesel,Manual,First Owner,Dealer,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2661,Mahindra,Scorpio,,2015,1000000,35000,15.4,1997.0,120.0,7,Diesel,Manual,First Owner,Individual,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
2662,Mahindra,Scorpio,Seater,2017,850000,110000,15.4,2523.0,75.0,7,Diesel,Manual,First Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2663,Maruti,SX4,Leather,2012,350000,70000,21.5,1248.0,88.8,5,Diesel,Manual,Second Owner,Individual,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
2664,Jaguar,XE,Prestige,2017,2625000,9000,13.6,1999.0,177.0,5,Diesel,Automatic,First Owner,Dealer,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2665,Lexus,ES,h,2019,5150000,20000,22.37,2487.0,214.56,5,Petrol,Automatic,First Owner,Dealer,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
2666,Jaguar,XF,Portfolio,2017,3200000,45000,19.33,1999.0,177.0,5,Diesel,Automatic,First Owner,Dealer,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600018
2667,Tata,Safari,EX,2015,503000,110000,14.1,2179.0,147.94,7,Diesel,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
2668,Volvo,XC40,BSIV,2019,3800000,20000,18.0,1969.0,190.0,5,Diesel,Automatic,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2669,Toyota,Camry,Hybrid,2016,2000000,68089,19.16,2494.0,157.7,5,Petrol,Automatic,First Owner,Trustmark Dealer,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
2670,Maruti,Wagon,LXI,2013,225000,58343,21.79,998.0,67.05,5,Petrol,Manual,First Owner,Trustmark Dealer,N,Pune,CT02,Maharashtra,ST15,West,R3,411006
2671,Maruti,Baleno,,2018,740000,38817,27.39,1248.0,74.0,5,Diesel,Manual,First Owner,Dealer,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
2672,Honda,Jazz,VX,2016,550000,56494,18.2,1199.0,88.7,5,Petrol,Manual,First Owner,Trustmark Dealer,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
2673,Toyota,Innova,Seater,2013,750000,79328,12.99,2494.0,100.6,7,Diesel,Manual,Second Owner,Trustmark Dealer,N,Pune,CT02,Maharashtra,ST15,West,R3,411006
2674,Maruti,Swift,VXI,2019,650000,5621,22.0,1197.0,81.8,5,Petrol,Automatic,First Owner,Trustmark Dealer,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2675,Toyota,Etios,VX,2017,625000,25538,16.78,1496.0,88.73,5,Petrol,Manual,First Owner,Trustmark Dealer,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
2676,Maruti,Swift,ZXI,2018,600000,69779,22.0,1197.0,81.8,5,Petrol,Automatic,First Owner,Dealer,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
2677,Hyundai,Grand,Sportz,2017,450000,56290,24.0,1186.0,73.97,5,Diesel,Manual,First Owner,Dealer,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2678,BMW,X4,d,2019,5400000,7500,16.78,1995.0,190.0,5,Diesel,Automatic,First Owner,Dealer,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
2679,BMW,X4,d,2019,5500000,8500,16.78,1995.0,190.0,5,Diesel,Automatic,First Owner,Dealer,N,Delhi,CT09,Delhi,ST34,North,R5,110029
2680,Honda,Amaze,BSIV,2019,779000,7032,19.0,1199.0,88.76,5,Petrol,Automatic,First Owner,Trustmark Dealer,N,kanpur,CT20,Uttar Pradesh,ST28,Central,R1,208002
2681,Skoda,Rapid,Elegance,2016,645000,11000,14.3,1598.0,103.5,5,Petrol,Automatic,First Owner,Dealer,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
2682,Volvo,V40,Design,2018,2475000,2000,16.8,1984.0,150.0,5,Diesel,Automatic,First Owner,Dealer,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2684,Honda,Mobilio,DTEC,2015,550000,120000,24.5,1498.0,98.6,7,Diesel,Manual,Second Owner,Individual,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
2685,Tata,Safari,VX,2015,925000,60000,14.0,2179.0,138.1,7,Diesel,Manual,First Owner,Individual,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
2686,Mahindra,Scorpio,BSIV,2010,509999,97000,11.79,2179.0,120.0,8,Diesel,Automatic,Second Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
2687,Mahindra,Xylo,,2011,250000,100000,13.0,2489.0,95.0,8,Diesel,Manual,Second Owner,Individual,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
2688,Hyundai,i20,SX,2015,500000,36000,17.19,1197.0,81.86,5,Petrol,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
2689,Hyundai,Creta,S,2019,1050000,27000,21.38,1396.0,88.7,5,Diesel,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
2690,Maruti,Swift,VDI,2014,490000,50000,23.4,1248.0,74.0,5,Diesel,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
2691,Maruti,Eeco,BSIV,2020,415000,15000,15.37,1196.0,73.0,5,Petrol,Manual,First Owner,Individual,N,Hyderabad,CT05,Telangana,ST25,South,R4,500020
2692,Maruti,Alto,Edition,2013,190000,60000,22.74,796.0,47.3,5,Petrol,Manual,Second Owner,Individual,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
2693,Maruti,Swift,VDI,2018,680000,120000,28.4,1248.0,74.02,5,Diesel,Manual,First Owner,Individual,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
2694,Maruti,Alto,Airbag,2013,190000,60000,22.74,796.0,47.3,5,Petrol,Manual,Second Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
2695,Mahindra,Scorpio,BSIV,2013,479000,173000,12.05,2179.0,120.0,7,Diesel,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
2696,Maruti,Alto,LXI,2016,270000,60000,22.74,796.0,47.3,5,Petrol,Manual,Second Owner,Individual,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600018
2697,Hyundai,i10,Era,2008,170000,70000,19.81,1086.0,68.05,5,Petrol,Manual,Third Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
2698,Maruti,Ciaz,Alpha,2018,764000,25000,20.73,1373.0,91.1,5,Petrol,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
2699,Mahindra,Bolero,SLE,2019,710000,30000,15.96,2523.0,62.1,7,Diesel,Manual,First Owner,Individual,N,Patna,CT13,Bihar,ST04,East,R2,800002
2700,Maruti,Alto,VXI,2017,310000,35000,24.7,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Surat,CT14,Gujarat,ST07,West,R3,395007
2701,Mahindra,Bolero,SLX,2017,620000,100000,16.5,1493.0,70.0,7,Diesel,Manual,Second Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2702,Hyundai,EON,Sportz,2017,280000,31000,21.1,814.0,55.2,5,Petrol,Manual,Second Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
2703,Toyota,Fortuner,AT,2015,1500000,80000,12.55,2982.0,168.5,7,Diesel,Automatic,Second Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
2704,Hyundai,Grand,Option,2016,450000,40000,18.9,1197.0,82.0,5,Petrol,Manual,First Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2705,Mercedes-Benz,GLA,Edition,2017,2199000,10000,17.9,2143.0,136.0,5,Diesel,Automatic,Second Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2706,Mercedes-Benz,M-Class,CDI,2013,3600000,50000,11.74,2987.0,254.8,5,Diesel,Automatic,First Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
2707,Ford,Fiesta,Duratec,2008,285000,60000,15.3,1596.0,99.6,5,Petrol,Manual,Second Owner,Individual,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
2708,Toyota,Innova,IV,2007,465000,210000,12.8,2494.0,102.0,8,Diesel,Manual,Second Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
2709,BMW,3,Highline,2009,1100000,60000,16.07,1995.0,181.0,5,Diesel,Automatic,Second Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
2710,Volkswagen,Vento,Highline,2011,350000,110000,20.54,1598.0,103.6,5,Diesel,Manual,Second Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
